tic,name,ra,dec,tmag,ctl,sector 
138767755,1562240,68.50606904,-1.19119836,11.875,-1,-1 
17232188,1562752,65.05455009,19.23332589,6.908,-1,-1 
372949214,156672,66.1838483,10.77199876,11.748,-1,-1 
245787510,1568128,66.94642735,14.41766723,8.608,-1,-1 
341772002,15683712,329.54014848,48.50333732,14.312,-1,-1 
60879587,1569920,66.52006217,15.04128814,10.389,-1,-1 
414589044,15720960,336.91340363,57.11235087,14.035,-1,-1 
118768350,1572224,70.25857804,19.90921869,14.862,-1,-1 
303595145,1572992,75.3132401,17.69385912,13.883,-1,-1 
60876765,1576448,66.46066358,15.00246809,13.301,-1,-1 
6568426,15771520,279.34202434,-8.55339037,13.941,-1,-1 
434229836,1585664,63.61406676,12.43525832,7.422,-1,-1 
381457028,1586944,66.81981669,17.24171572,10.981,-1,-1 
20665176,1587840,335.96619489,25.40145503,13.242,-1,-1 
189581684,1589120,24.45349031,38.39209603,12.219,-1,-1 
445932883,1590016,77.60203174,10.41797427,10.424,-1,-1 
432613905,1590144,74.49114491,14.45190133,12.998,-1,-1 
245950135,1590528,70.5522558,14.14750395,13.639,-1,-1 
450075496,1591168,71.53872285,6.7500718,12.121,-1,-1 
381458541,1594112,66.85087294,14.1185745,13.065,-1,-1 
32556373,1597440,21.20132488,-13.72713806,10.242,-1,-1 
18640758,1598208,72.36833438,19.2772223,13.726,-1,-1 
245860427,1598592,68.46261629,14.84432308,4.552,-1,-1 
245911057,1600896,69.73924477,14.10547993,7.357,-1,-1 
245800181,1608192,67.48274179,16.91391612,10.811,-1,-1 
18310027,16128,67.40634229,21.66844335,11.651,-1,-1 
17150156,1613824,64.50816887,18.25666999,6.873,-1,-1 
220078662,1614848,84.18003874,3.77485408,13.239,-1,-1 
245865916,1615616,68.77366688,13.17359637,12.301,-1,-1 
197768708,16167168,337.22249245,53.5931199,15.744,-1,-1 
118765829,1617792,70.05340873,19.28592373,11.322,-1,-1 
68894626,1618560,74.86535541,19.34359374,12.826,-1,-1 
